epoch,train_loss,val_log_loss,val_auroc,lr
0,0.5253766217717418,0.39299754352689387,0.9263402747009304,9.984586668665635e-05
1,0.3873160410258505,0.30889704765504034,0.959016393442623,9.938441702975682e-05
2,0.30801625229694224,0.3095167483547958,0.9577979618963226,9.861849601988379e-05
3,0.3137833535119339,0.2835593193001219,0.9637239698715109,9.75528258147576e-05
4,0.32211365909488116,0.2753154529405913,0.9652470093043863,9.619397662556435e-05
5,0.26465493912498156,0.2631566299102943,0.9667146654851573,9.455032620941839e-05
6,0.2500845574670368,0.27272306868915913,0.9676007975188303,9.263200821770447e-05
7,0.27702781629783135,0.25662967844655055,0.9679607886575099,9.045084971874724e-05
8,0.23884302903380658,0.2642416310896009,0.9667700487372618,8.802029828000145e-05
9,0.26312996022127294,0.2448050266208093,0.9691515285777581,8.535533905932731e-05
10,0.23879441831398893,0.2459934051961146,0.9668254319893664,8.247240241650922e-05
11,0.24480835966489933,0.2557303622431235,0.966880815241471,7.938926261462377e-05
12,0.18768118008695267,0.2628042982268473,0.968265396544085,7.612492823579753e-05
13,0.21855144234443152,0.2827356890903085,0.966880815241471,7.269952498697741e-05
14,0.2003791039050729,0.25867320835191515,0.9672408063801508,6.91341716182546e-05
15,0.1971817848721036,0.2503229386135994,0.9698715108551174,6.545084971874755e-05
16,0.1970405106605203,0.2523305420257722,0.9700376606114312,6.167226819279542e-05
17,0.19288615996914882,0.2596946185050164,0.9674900310146213,5.782172325201169e-05
18,0.1845120746642351,0.2619761523427087,0.9655516171909614,5.392295478639238e-05
19,0.13712943591591384,0.26590510179967264,0.9645547186530793,5.000000000000014e-05
20,0.1492138420611068,0.266248317595546,0.9633362871067789,4.607704521360791e-05
21,0.1585848033255725,0.26965352024723444,0.963640894993354,4.217827674798854e-05
22,0.11526980674998076,0.2711929731256449,0.9641116526362428,3.83277318072048e-05
23,0.11805685754451486,0.2719054562407953,0.9639178112538768,3.4549150281252724e-05
24,0.10923835581720427,0.27503402989959613,0.9623947718210013,3.08658283817456e-05
25,0.12310208910041386,0.27817484699167805,0.9615640230394329,2.730047501302274e-05
26,0.10276988978601165,0.28441450325333895,0.9603455914931324,2.3875071764202634e-05
27,0.084794558915827,0.2837706142642615,0.9610101905183873,2.0610737385376417e-05
28,0.08737565368689873,0.2845849419073459,0.960899424014178,1.752759758349087e-05
29,0.06411208698043117,0.28816147372520917,0.9605117412494463,1.4644660940672653e-05
30,0.04367603312453462,0.2893689595987759,0.9609548072662827,1.1979701719998479e-05
31,0.050278345757612475,0.2904747725263002,0.9611209570225964,9.549150281252662e-06
32,0.03341580655908695,0.2905659682470104,0.9611763402747009,7.36799178229541e-06
33,0.046831134113448636,0.2902710930801812,0.9613424900310147,5.449673790581625e-06
34,0.04547294610766349,0.2891997397465188,0.9610101905183873,3.8060233744356696e-06
35,0.05447950023657608,0.2881790004436281,0.9612317235268055,2.4471741852423267e-06
36,0.04259893220538894,0.2892990423906873,0.960788657509969,1.3815039801161736e-06
37,0.04930872161769205,0.29051309784906615,0.960982498892335,6.155829702431185e-07
38,0.03690199698149054,0.2911713374229915,0.960899424014178,1.5413331334360224e-07
39,0.03958510759252089,0.2916845949810093,0.9611209570225964,0.0
