epoch,train_loss,val_log_loss,val_auroc,lr
0,0.5161597114056349,6.837342241848595,0.8744232036914964,0.0009984586668665642
1,0.4248102568089962,0.7365436617280224,0.8786530432871896,0.000993844170297569
2,0.3832001592963934,0.7587729442032844,0.9171610635025269,0.0009861849601988384
3,0.3960077241063118,0.504130097497859,0.9095803120193364,0.0009755282581475773
4,0.34992616530507803,0.5263667245260105,0.9207866402988354,0.0009619397662556438
5,0.32193299010396004,0.7235553952508393,0.9235332893869479,0.0009455032620941843
6,0.31230604741722345,0.351566841259374,0.925977807075368,0.0009263200821770463
7,0.33308754675090313,0.3404416078723372,0.9392990551527137,0.000904508497187474
8,0.3346154158934951,0.4085770840488981,0.9324598989233136,0.0008802029828000157
9,0.29714968148618937,0.34295355866505867,0.9329268292682927,0.0008535533905932737
10,0.3092017425224185,0.42889304867055805,0.9314161722698309,0.0008247240241650919
11,0.2884360468015075,0.3202155725697587,0.9355086794111184,0.0007938926261462361
12,0.30987996235489845,0.4311004676812624,0.9310865743792573,0.0007612492823579742
13,0.2767060725018382,0.31329546397000774,0.9365249395737201,0.0007269952498697733
14,0.2781702345237136,0.3737380367532532,0.9338057569764887,0.000691341716182545
15,0.2575361644849181,0.3106770448540614,0.9372940013183915,0.0006545084971874737
16,0.25533719174563885,0.3317857703913031,0.9395187870797626,0.000616722681927953
17,0.24349483754485846,0.32690589522330743,0.9375411997363217,0.0005782172325201156
18,0.241923650726676,0.31388127920321984,0.940260382333553,0.0005392295478639226
19,0.26106387842446566,0.3054426246037124,0.9411942430235114,0.0005000000000000001
20,0.23313760291785002,0.33453369955763534,0.9369918699186993,0.0004607704521360777
21,0.23785036988556385,0.3153494061888603,0.9379257306086572,0.00042178276747988476
22,0.2650289600715041,0.30902331808991573,0.9371566688639859,0.00038327731807204744
23,0.24348251428455114,0.3072095411985853,0.936717205009888,0.0003454915028125264
24,0.23704964760690928,0.3088774659711805,0.9365249395737201,0.00030865828381745517
25,0.23341479990631342,0.3548860526010431,0.9402054493517908,0.00027300475013022674
26,0.23505139350891113,0.30790112029539846,0.9395462535706438,0.00023875071764202572
27,0.22318577952682972,0.3063433528195249,0.9401779828609098,0.00020610737385376356
28,0.22727395314723253,0.3067646831754717,0.9396835860250496,0.00017527597583490826
29,0.2380390828475356,0.3089940893754273,0.9388595912986156,0.00014644660940672628
30,0.2320170532912016,0.30716247225042803,0.9405899802241265,0.00011979701719998457
31,0.2098213080316782,0.30720529222529225,0.9405350472423641,9.549150281252634e-05
32,0.22313183452934027,0.30313971969582143,0.9421555702043506,7.367991782295393e-05
33,0.2107321871444583,0.3077824964799624,0.9411393100417491,5.449673790581612e-05
34,0.1908561303280294,0.31035487336535916,0.9405625137332454,3.806023374435663e-05
35,0.2042322545312345,0.3063805932964789,0.9410019775873434,2.4471741852423235e-05
36,0.2027723826467991,0.30755034628032785,0.940232915842672,1.3815039801161723e-05
37,0.19381893845275044,0.308535580609035,0.9401230498791474,6.155829702431172e-06
38,0.19982014503329992,0.3091139034015346,0.9400406504065041,1.5413331334360182e-06
39,0.20798722933977842,0.30958997905315716,0.9401779828609097,0.0
