epoch,train_loss,val_log_loss,val_auroc,lr
0,0.5170672778040171,7.3587753864540995,0.8684904416611734,0.0009984586668665642
1,0.45820399560034275,3.777105642316705,0.8919468248736541,0.000993844170297569
2,0.4102255068719387,1.376166882282985,0.8642331355745989,0.0009861849601988384
3,0.4156295359134674,0.4234774469669664,0.8975499890134035,0.0009755282581475773
4,0.3698710110038519,0.5391791388943817,0.9199351790815204,0.0009619397662556438
5,0.3310458306223154,0.7526542434265912,0.9250714128762909,0.0009455032620941843
6,0.335128964856267,0.3402947953704261,0.9228466271149197,0.0009263200821770463
7,0.3298282288014889,0.470741406215909,0.9301252471984179,0.000904508497187474
8,0.3251096187159419,0.3386923804274177,0.935618545374643,0.0008802029828000157
9,0.29987978376448154,0.2958210539339807,0.9409745110964624,0.0008535533905932737
10,0.274446627125144,0.30803980964890393,0.9411667765326303,0.0008247240241650919
11,0.2965501518920064,0.3062622069137136,0.9409745110964624,0.0007938926261462361
12,0.2814599210396409,0.29812797472278446,0.9419358382773017,0.0007612492823579742
13,0.2898132745176554,0.3306657116348018,0.9466875411997364,0.0007269952498697733
14,0.2659430159255862,0.2886736603946028,0.9451494177103932,0.000691341716182545
15,0.2605398828163743,0.28770132412890936,0.9464678092726874,0.0006545084971874737
16,0.24464787263423204,0.28367433095604055,0.9464952757635683,0.000616722681927953
17,0.24600444920361042,0.2817816275701151,0.9472094045264776,0.0005782172325201156
18,0.24265630263835192,0.2752369913668522,0.9494067237969677,0.0005392295478639226
19,0.27922406885772943,0.3417680782609709,0.9488848604702264,0.0005000000000000001
20,0.23180323839187622,0.29177969530460235,0.9476763348714569,0.0004607704521360777
21,0.2315960619598627,0.2780173626683076,0.9494341902878488,0.00042178276747988476
22,0.2461265381425619,0.2912495737443769,0.9506701823774995,0.00038327731807204744
23,0.22693928983062506,0.27561398359853095,0.9511645792133598,0.0003454915028125264
24,0.22928128857165575,0.296635803522079,0.9528400351571084,0.00030865828381745517
25,0.22472018469125032,0.2794066605535331,0.9524829707756537,0.00027300475013022674
26,0.22614170797169209,0.2767084533732966,0.9514941771039331,0.00023875071764202572
27,0.22765233274549246,0.2822189882837355,0.9519885739397935,0.00020610737385376356
28,0.20550605561584234,0.28289686091623034,0.9505053834322127,0.00017527597583490826
29,0.22065381379798055,0.28025022875084526,0.9496539222148977,0.00014644660940672628
30,0.2271824711933732,0.2830947627762913,0.9498736541419468,0.00011979701719998457
31,0.19444645568728447,0.2857089126790796,0.949022192924632,9.549150281252634e-05
32,0.2146934736520052,0.29430536870369717,0.9491320588881564,7.367991782295393e-05
33,0.20314289210364223,0.2928852421677423,0.9485552625796528,5.449673790581612e-05
34,0.19143639039248228,0.29174659627663246,0.9484179301252473,3.806023374435663e-05
35,0.19548573810607195,0.29215182508270743,0.9485827290705339,2.4471741852423235e-05
36,0.2035481370985508,0.2927997959182929,0.9484728631070094,1.3815039801161723e-05
37,0.19431093474850059,0.2932985271635454,0.948390463634366,6.155829702431172e-06
38,0.1957842530682683,0.29408982622597535,0.9484453966161284,1.5413331334360182e-06
39,0.2086609685793519,0.2946202351768784,0.9486376620522962,0.0
