group,n,prevalence,auroc,log_loss,log_loss_prevalence_baseline
2.5,520,0.5942307692307692,0.9281430696789827,0.34495219018053547,0.6871898142040128
3.9,325,0.5815384615384616,0.9402816682228448,0.32064557559152684,0.6839854561975252
2.3,206,0.5,0.9446696201338486,0.3007487128498653,0.6993149264841032
2.4,151,0.47019867549668876,0.9559859154929577,0.26056808915364943,0.7063621005099092
other,111,0.4774774774774775,0.9515289525048797,0.3469329714375696,0.7036326040693006
1.5,40,0.375,0.8986666666666667,0.3619680656301337,0.7248011612956514
