epoch,train_loss,val_log_loss,val_auroc,lr
0,0.7978813573718071,0.6472585028579015,0.8173183429330969,9.984586668665642e-05
1,0.6413774900138378,0.5862249052769409,0.864089499335401,9.93844170297569e-05
2,0.6210870072245598,0.6367822095950013,0.8491914045192733,9.861849601988387e-05
3,0.45730242133140564,0.5137231023090995,0.8817567567567567,9.755282581475771e-05
4,0.4499411527067423,0.4292603704892336,0.8931103234381923,9.61939766255644e-05
5,0.530820943415165,0.4758872788424132,0.8896211785556047,9.455032620941844e-05
6,0.43258619494736195,0.4454727956511942,0.8882089056269384,9.263200821770468e-05
7,0.3912192899733782,0.41785844940867223,0.8973471422241913,9.045084971874743e-05
8,0.37143368646502495,0.3923792786130429,0.9078976517501108,8.802029828000158e-05
9,0.34143167547881603,0.36566140772330363,0.9211342490031015,8.535533905932739e-05
10,0.37701975740492344,0.35934225474269693,0.9296078865750997,8.24724024165092e-05
11,0.4306787848472595,0.41041359973303587,0.9029131590607,7.938926261462365e-05
12,0.3586554378271103,0.4111381613108974,0.9028023925564909,7.612492823579745e-05
13,0.33475430496037006,0.37648865641439755,0.9209404076207355,7.269952498697737e-05
14,0.3263944638893008,0.36671743861854195,0.9259525919361985,6.913417161825453e-05
15,0.3141486747190356,0.36666755977484367,0.9267556490917147,6.545084971874741e-05
16,0.2907573087140918,0.34478964596737083,0.9304109437306158,6.167226819279531e-05
17,0.282446401193738,0.33449702154528965,0.934647762516615,5.7821723252011586e-05
18,0.2951544038951397,0.32865350079780564,0.9383584404076206,5.3922954786392286e-05
19,0.27265996066853404,0.33751537480119975,0.9349800620292423,5.0000000000000036e-05
20,0.26631016843020916,0.3261408440508521,0.937998449268941,4.607704521360779e-05
21,0.2413807506673038,0.33018606368931136,0.9385245901639344,4.2178276747988494e-05
22,0.24201080482453108,0.32187406075589714,0.941432210899424,3.832773180720475e-05
23,0.24328010249882936,0.32867316487587134,0.9408229951262738,3.454915028125265e-05
24,0.249851543456316,0.332914368017936,0.9401860877270715,3.086582838174554e-05
25,0.23832265101373196,0.3396426322792196,0.9387738147984049,2.7300475013022687e-05
26,0.22481416072696447,0.3316396536959196,0.9412383695170581,2.3875071764202583e-05
27,0.23735312186181545,0.3242945402563288,0.9426229508196722,2.0610737385376366e-05
28,0.20951684843748808,0.32553013966351657,0.9427891005759858,1.752759758349084e-05
29,0.19494570884853601,0.3273124923636165,0.9427060256978289,1.464466094067264e-05
30,0.20191312860697508,0.3292896874869601,0.9430660168365087,1.1979701719998464e-05
31,0.198817805852741,0.32720686621762857,0.9444505981391227,9.549150281252643e-06
32,0.18298722617328167,0.32719944431231296,0.9449213557820115,7.367991782295398e-06
33,0.19052364444360137,0.32781457123768576,0.9458074878156846,5.449673790581616e-06
34,0.17386314738541842,0.32845306282804987,0.9464167035888347,3.8060233744356663e-06
35,0.17740745143964887,0.3296774727106861,0.9468597696056712,2.4471741852423263e-06
36,0.17295189294964075,0.3309563549772571,0.9469705361098804,1.3815039801161734e-06
37,0.1796522568911314,0.33289561799509754,0.9469705361098804,6.155829702431177e-07
38,0.1690457104705274,0.33426770723306015,0.9472197607443509,1.5413331334360192e-07
39,0.1656172857619822,0.3354562149195222,0.9471643774922462,0.0
