epoch,train_loss,val_log_loss,val_auroc,lr
0,2.087006462247748,1.5874477355393943,0.745608327911516,0.0002995376000599691
1,1.032558140001799,0.7024204856346584,0.837996096291477,0.00029815325108927047
2,0.8256765541277433,0.5534892260014782,0.9050097592713078,0.00029585548805965143
3,0.6147768670006802,0.4180517648269219,0.9276187378009109,0.0002926584774442729
4,0.4926036992355397,0.4421835164115988,0.9175341574495771,0.00028858192987669305
5,0.43853764353614105,0.43043919063269104,0.9193233571893298,0.0002836509786282552
6,0.38814369393022435,0.4063249579809369,0.9266428106701367,0.0002778960246531138
7,0.3669067636916512,0.39114100853646966,0.9352635003253091,0.0002713525491562422
8,0.3345412349230365,0.38255456069118504,0.9346128822381261,0.0002640608948400048
9,0.2778946510271022,0.372252022195065,0.9399804814573846,0.0002560660171779821
10,0.26700085460355405,0.37588352447715506,0.9394925178919974,0.0002474172072495276
11,0.36165388751971095,0.3661944008645472,0.9455107351984385,0.000238167787843871
12,0.3111953711823413,0.36343310411860724,0.9476252439817827,0.00022837478470739232
13,0.2887953449236719,0.3657007461726796,0.9367273910214704,0.0002180985749609319
14,0.3013270862008396,0.3829810452152171,0.9385165907612232,0.00020740251485476332
15,0.2701919665069957,0.3784054118261071,0.9357514638906962,0.00019635254915624194
16,0.2512382288512431,0.3717157175954751,0.939655172413793,0.00018501680457838566
17,0.23036074775614238,0.37444225615610727,0.9393298633702017,0.0001734651697560345
18,0.23975064860362755,0.3703501415524123,0.9399804814573846,0.0001617688643591767
19,0.20969774397580246,0.37374837170688513,0.940793754066363,0.0001499999999999998
20,0.23075112739675924,0.37680342167537634,0.9362394274560834,0.00013823113564082317
21,0.22754551509493276,0.37854672492109964,0.9377033181522446,0.0001265348302439653
22,0.21880333900059523,0.38029918776637545,0.9341249186727392,0.0001149831954216141
23,0.2006642387101525,0.3818530684650491,0.9294079375406636,0.00010364745084375785
24,0.18843166030159123,0.38595176723563185,0.9290826284970721,9.259748514523645e-05
25,0.19415910561618052,0.3965192712214914,0.9251789199739753,8.190142503906792e-05
26,0.19151589941037328,0.39802924840493664,0.922576447625244,7.162521529260759e-05
27,0.19575173054870806,0.3996980506756493,0.9211125569290827,6.183221215612897e-05
28,0.18882747043512368,0.396645483498205,0.9233897202342225,5.258279275047242e-05
29,0.1816035320884303,0.3969588662056427,0.9224137931034483,4.393398282201784e-05
30,0.17997060461263908,0.39629827674090606,0.9209499024072868,3.593910515999532e-05
31,0.17176768526827035,0.39770662265259965,0.9211125569290827,2.8647450843757867e-05
32,0.16810704816720987,0.39752928442433666,0.922088484059857,2.210397534688614e-05
33,0.1805407628417015,0.39750631357005334,0.9220884840598569,1.6349021371744827e-05
34,0.19292987000785375,0.3947305703646306,0.9224137931034484,1.1418070123306984e-05
35,0.16108850242668077,0.3971509936287124,0.9214378659726741,7.341522555726964e-06
36,0.16548190187466771,0.39803295131449423,0.9217631750162654,4.144511940348513e-06
37,0.16173301558745534,0.3969357882317708,0.9211125569290827,1.8467489107293498e-06
38,0.16994340796219676,0.3983630390146735,0.9217631750162655,4.62399940030805e-07
39,0.17278704576586423,0.39863630763390673,0.9224137931034483,0.0
