outcome,n,crop_var,crop_mean,sbr_put_min,asym,contrast,noise_cv
FN_border,69,0.37050798535346985,1.3333773612976074,1.8645574521199773,0.0736389533860246,5.6702648630576205,0.0432435679721982
FN_conf,55,0.3975779712200165,1.323493242263794,1.943709412501705,0.1015030130840226,5.794424003462914,0.0413383181718532
FP_border,42,0.4324026107788086,1.3437244296073914,1.7796860295014985,0.07377096988530675,5.866453272472677,0.04461980393773795
FP_conf,17,0.38540738821029663,1.3064780235290527,1.998287090485269,0.0955667351934196,5.77255137638992,0.0457878660682159
TN_border,113,0.43896129727363586,1.352866768836975,2.058129867447637,0.0784408753234908,6.199602223284018,0.0435369306456765
TN_conf,441,0.4956473112106323,1.3934884071350098,2.3031402398618464,0.0665721513190914,6.267239344723288,0.0443440305843358
TP_border,87,0.3198535740375519,1.3050004243850708,1.7197444739378103,0.08230616543380384,5.428249284671603,0.0374873307997098
TP_conf,529,0.21128685772418976,1.2687996625900269,1.0878887869658278,0.1247469377459257,4.715581232961557,0.03770461035133
